ID_PRODUCTO,ID,Nombre,Descripcion,Etiquetas,Precio,Cantidad,Cantidad,% Impuesto,Atributos,Sabor,URL FOTO,Foto 1,Foto 2,Foto 3
704,1,Pasta Letras Doria,Bolsa x 250,Pastas,1700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3538057-750-750/7702085012246-1.jpg?v=637345653530670000,,,
705,1,Pasta Macarron Doria,Bolsa x 250,Pastas,1700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177568-750-750/7702085012093-1.jpg?v=636117824545600000,,,
706,1,Pasta Conchitas Doria,Bolsa x 250,Pastas,1700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177571-750-750/7702085012215-1.jpg?v=636117824558000000,,,
707,1,Pasta Tornillos Doria,Bolsa x 250,Pastas,1700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177575-750-750/7702085012482-1.jpg?v=636117824569630000,,,
708,1,Pasta Tornillos de Verduras Doria,Bolsa x 250,Pastas,2100,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3538055-1000-1000/7702085012499-1.jpg?v=637345653528930000,,,
709,1,Pasta Rigatoni Doria,Bolsa x 250,Pastas,1700,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/198289-1300-1300/Pasta-DORIA-250-Rigatoni-Bolsa_82117.jpg?v=637348636794530000,,,
710,1,Pasta Conchitas San Remo,Bolsa x 250,Pastas,1200,1,,,,,https://www.app.domiciliosbogota.co/wp-content/uploads/2020/04/600343.jpg,,,
711,1,Pasta Fideo San Remo,Bolsa x 250,Pastas,1200,1,,,,,https://colsubsidiogrocery.vtexassets.com/arquivos/ids/156612-800-450?width=800&height=450&aspect=true,,,
712,1,Pasta Conchas San Remo,Bolsa x 250,Pastas,1200,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/207061-1000-1000/7702020040099-20-1.jpg?v=636287519748300000,,,
713,1,Pasta Cabello de Angel San Remo,Bolsa x 250,Pastas,1200,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/160913-1000-1000/7702020040266-1.jpg?v=636670253226000000,,,
714,1,Pasta Macarron San Remo,Bolsa x 250,Pastas,1200,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/207058-1000-1000/7702020040082-20-1.jpg?v=636287519745900000,,,
715,1,Pasta Spaguetti San Remo,Bolsa x 250,Pastas,1200,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/207065-1000-1000/7702020040006-20-1.jpg?v=636287519759030000,,,
716,1,Pasta Spaguetti San Remo,Bolsa x 400,Pastas,1700,1,,,,,https://supermio.co/wp-content/uploads/2020/04/13294.jpeg,,,
717,1,Pasta Spaguetti San Remo,Bolsa x 1000,Pastas,3500,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/164301-1000-1000/7702020040327-1.jpg?v=636670260736300000,,,
718,1,Pasta Conchitas La Nieve,Bolsa x 250,Pastas,1300,1,,,,,https://www.mercaya.com.co/images/thumbs/0002900_conchas-la-nieve-x-250-gr_510.jpeg,,,
719,1,Pasta Fideo La Nieve,Bolsa x 250,Pastas,1300,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3528665-262-262/7707237417306.jpg?v=637303297111100000,,,
720,1,Pasta Conchas La Nieve,Bolsa x 250,Pastas,1300,1,,,,,,,,
721,1,Pasta Cabello de Angel La Nieve,Bolsa x 250,Pastas,1300,1,,,,,https://fruverya.co/wp-content/uploads/2020/03/pasta-la-nieve-fideo-250g.jpg,,,
722,1,Pasta Macarron La Nieve,Bolsa x 250,Pastas,1300,1,,,,,https://mercadoroyal.com/api/product/get-image-user/O017V5eTZ7-tNcUhj_InpFJm.jpg,,,
723,1,Pasta Spaguetti La Nieve,Bolsa x 250,Pastas,1300,1,,,,,https://fruverya.co/wp-content/uploads/2020/03/pasta-la-nieve-espa250g.jpg,,,
724,1,Salsa de Tomate Fruco ,Bolsa x 1000,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3377792-1000-1000/7702047038123.jpg?v=636822066735870000,,,
725,1,Salsa de Tomate Fruco ,Bolsa x 600 ,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498821-750-750/7702047137994.jpg?v=637236928822800000,,,
726,1,Salsa de Tomate Fruco ,Bolsa x 400,Salsas,0,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/267020-750-750/7702047005330.jpg?v=637236914683230000,,,
727,1,Salsa de Tomate Fruco ,Bolsa x 200 ,Salsas,0,1,,,,,https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2018/10/salsa_fruco_tomate_200gr.jpg?fit=1300%2C1300&ssl=1,,,
728,1,Salsa Mayonesa Fruco,Bolsa x 1000,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3377791-1000-1000/7702047038116.jpg?v=636822063060570000,,,
729,1,Salsa Mayonesa Fruco,Bolsa x 600 ,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498822-1000-1000/7702047138007.jpg?v=637236928825170000,,,
730,1,Salsa Mayonesa Fruco,Bolsa x 400,Salsas,0,1,,,,,https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2018/10/mayonesa_fruco_400gr_doypack.jpg?fit=1300%2C1300&ssl=1,,,
731,1,Salsa Mayonesa Fruco,Bolsa x 200 ,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3377208-1000-1000/7702047038758.jpg?v=636815259237970000,,,
732,1,Salsa de Tomate San Jorge ,Bolsa x 1000,Salsas,0,1,,,,,https://www.levapan.com/wp-content/uploads/2015/11/salsa-tomate-san-jorge-de-1000g-2.jpg,,,
733,1,Salsa de Tomate San Jorge ,Bolsa x 600 ,Salsas,0,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/238004-750-750/7702014963892.jpg?v=636977638919300000,,,
734,1,Salsa de Tomate San Jorge ,Bolsa x 400,Salsas,0,1,,,,,https://www.levapan.com/wp-content/uploads/2015/11/salsa-tomate-san-jorge-400g-1.jpg,,,
735,1,Salsa de Tomate San Jorge ,Bolsa x 200 ,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3382175-1000-1000/7702014620214.jpg?v=636844833305330000,,,
736,1,Salsa Mayonesa San Jorge,Bolsa x 1000,Salsas,0,1,,,,,https://www.levapan.com/wp-content/uploads/2015/11/mayonesa-san-jorge-de-1000g-1.jpg,,,
737,1,Salsa Mayonesa San Jorge,Bolsa x 600 ,Salsas,0,1,,,,,https://www.levapan.com/wp-content/uploads/2015/11/mayonesa-san-jorge-de-600g-1.jpg,,,
738,1,Salsa Mayonesa San Jorge,Bolsa x 400,Salsas,0,1,,,,,https://www.levapan.com/wp-content/uploads/2015/11/mayonesa-san-jorge-de-380g-1.jpg,,,
739,1,Salsa Mayonesa San Jorge,Bolsa x 200 ,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3382174-1000-1000/7702014618044.jpg?v=636844826500200000,,,
740,1,Salsa de Tomate La Constancia,Bolsa x 1000,Salsas,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3531664-750-750/7702097037480.jpg?v=637312039824230000,,,
741,1,Salsa Mayonesa La Constancia,Bolsa x 1000,Salsas,0,1,,,,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702097037497.jpg,,,
742,1,Salsa de Tomate del Huerto ,Bolsa x 1000,Salsas,7600,1,,,,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702047038314.jpg,,,
743,1,Salsa de Tomate Del Huerto ,Bolsa x 380,Salsas,4100,1,,,,,https://www.eurosupermercados.com/eurosupermercado2020/contenidos/images/ecommerce_productos/7702047038956.jpg,,,
744,1,Salsa Mayonesa Del Huerto,Bolsa x 1000,Salsas,9800,1,,,,,https://web.superboom.net/web/image/product.template/9524/image,,,
745,1,Salsa Mayonesa Del Huerto,Bolsa x 380,Salsas,5600,1,,,,,https://colsubsidiogrocery.vtexassets.com/arquivos/ids/158690/7702047038963.jpg?v=637280094617270000,,,
746,1,Salsa Rosada La Constancia,Bolsa x 200 ,Salsas,4300,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493192-1000-1000/7702097032829.jpg?v=637215453395400000,,,
747,1,Salsa Rosada Fruco,Bolsa x 180,Salsas,5600,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498800-1000-1000/7702047016824.jpg?v=637236928745330000,,,
748,1,Salsa Rosada San Jorge ,Bolsa x 200 ,Salsas,3900,1,,,,,https://mercasmart.com/wp-content/uploads/2020/06/Salsa-San-Jorge-Rosada-X-200-Gr-5-1.jpg,,,
749,1,Salsa Tartara San Jorge,Bolsa x 200 ,Salsas,4600,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/198323-1000-1000/Salsa-Tartara-SAN-JORGE-200Gramos-Doy-Pack_12671.jpg?v=637348636880770000,,,
750,1,Salsa Tartara Fruco,Bolsa x 180,Salsas,5600,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3425747-1000-1000/7702047038925.jpg?v=636940491912970000,,,
751,1,Salsa Bbq Fruco ,Bolsa x 380,Salsas,0,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/267038-1000-1000/7702047132104.jpg?v=637236914809600000,,,
752,1,Salsa Bbq San Jorge ,Bolsa x 200 ,Salsas,3400,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/156347-1300-1300/46987.jpg?v=636885401163270000,,,
753,1,Salsa Bbq San Jorge ,Bolsa x 400,Salsas,5900,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157030-1000-1000/7702014627169-1.jpg?v=636670240400900000,,,
754,1,Salsa Mostaza San Jorge,Bolsa x 200 ,Salsas,3200,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/191034-1000-1000/7702014632057-1.jpg?v=636166311039970000,,,
755,1,Salsa Mostaza Fruco,Bolsa x 200 ,Salsas,4700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498801-1000-1000/7702047021934.jpg?v=637236928751770000,,,
756,1,Salsa Pasta de Tomate San Jorge ,Bolsa x 200 ,Salsas,3800,1,,,,,https://www.levapan.com/wp-content/uploads/2015/11/pasta-de-tomate-san-jorge-de-200g.jpg,,,
757,1,Salsa Pasta de Tomate Fruco,en blanco,Salsas,0,1,,,,,https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Despensa-Salsas-y-bases-Pasta-de-Tomate-Fruco-x-200-g-909120200629125803.jpg,,,
758,1,Salsa para Carnes San Jorge ,Botella x 155,Salsas,4100,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/191013-1000-1000/7702014626599-1.jpg?v=636166311004930000,,,
759,1,Salsa de Soya San Jorge ,Botella x 155,Salsas,3900,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/191012-1000-1000/7702014626605-1.jpg?v=636166311004000000,,,
760,1,Salsa Inglesa San Jorge ,Botella x 155,Salsas,3500,1,,,,,https://cdn.totalcode.com/la14/product-zoom/es/salsa-inglesa-san-jorge-x-155-ml-1.jpg,,,
761,1,Salsa Negra San Jorge,Botella x 155,Salsas,3400,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/191020-750-750/7702014626711-1.jpg?v=636166311020500000,,,
762,1,Salsa Teriyaki Aburra,Botella x 160 ,Salsas,3600,1,,,,,,,,
763,1,Salsa de Soya Aburra,Botella x 160 ,Salsas,2600,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/198316-400-400/Salsa-De-Soya-Aburra-X155Ml_28699.jpg?v=637348636863230000,,,
764,1,Salsa Negra Aburra,Botella x 160 ,Salsas,2600,1,,,,,,,,
765,1,Salsa para Carnes Aburra,Botella x 160 ,Salsas,2600,1,,,,,,,,
766,1,Salsa Humo Aburra,Botella x 160 ,Salsas,2600,1,,,,,,,,
767,1,Salsa BBQ Aburra,Botella x 160 ,Salsas,2600,1,,,,,,,,
768,1,Salsa Piña La Constancia ,Bolsa x 200 ,Salsas,3800,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493214-750-750/7702097039774.jpg?v=637215453482370000,,,
769,1,Salsa Piña Aderezos ,Tarro x 280 ,Salsas,4900,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/210040-750-750/7702889000692-1.jpg?v=636288949352730000,,,
770,1,Salsa Ciruela La Constancia,Bolsa x 200 ,Salsas,3800,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493212-1000-1000/7702097039767.jpg?v=637215453471900000,,,
771,1,Salsa Picante La Constancia,Botella x 87 ml,Salsas,2500,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/263673-1000-1000/7702097031327.jpg?v=637215452267170000,,,
772,1,Salsa Aji San Jorge ,Botella x 155 ml,Salsas,3400,1,,,,,https://mercasmart.com/wp-content/uploads/2020/06/salsa-de-aji-san-jorge-de-155cc-5-1.jpg,,,
773,1,Slalsa Aji Piquetasco San Jorge,Botella x 60 ml,Salsas,1900,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/207072-750-750/7702014626810-20--201.jpg?v=636287519770830000,,,
774,1,Salsa Ajo listo San Jorge ,Bolsa x 110 gr ,Salsas,2900,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3376646-1000-1000/7702014626926.jpg?v=636809359665700000,,,
775,1,Salsa Ajo Aburra ,Botella x 165 gr,Salsas,2600,1,,,,,,,,
776,1,Viangreta Aburra,Botella x 330,Vinagres,4500,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/156368-1300-1300/25082.jpg?v=636885401348900000,,,
777,1,Vinagre La Constancia,Bolsa x 230 ,Vinagres,1500,1,,,,,https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/02/la_constancia_vinagre_blanco_230ml.jpg?fit=1000%2C1000&ssl=1,,,
778,1,Vinagre La Constancia,Botella x 500,Vinagres,2900,1,,,,,https://www.toccmarket.com/image/cache/catalog/MERCADO/Vinagre%20blanco%20x%20500ml-1000x798.jpg,,,
779,1,Viangre San Jorge ,Botella x 500,Vinagres,2800,1,,,,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/vinagre-blanco-san-jorge-500-cm.jpg,,,
780,1,Vinagre Don Prospero,Botella x 500,Vinagres,2500,1,,,,,https://lacatleya.com/wp-content/uploads/2020/06/OFERTA-vinagre-blanco-pague12-llve13-1-1.jpg,,,
781,1,Vinagre de Manzana Don Prospero,Botella x 500,Vinagres,2500,1,,,,,https://lacatleya.com/wp-content/uploads/2020/05/VINAGRE-MANZANA-490.jpg,,,
782,1,Vinagre Don Prospero,Garrafa x 3000,Vinagres,8400,1,,,,,https://lacatleya.com/wp-content/uploads/2020/05/30722-1-vinagre-blanco-D.-PROSPERO-X-300CC.jpg,,,
783,1,Vinagre de Manzana Don Prospero,Garrafa x 3000,Vinagres,8400,1,,,,,https://lacatleya.com/wp-content/uploads/2020/05/VINAGRE-X-3000-MANZANA.jpg,,,
784,1,La Sopera 6 porciones,Caja x 83 ,Cremas,1950,1,,,,Pollo champiñones,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157110-750-750/7702354931001-1.jpg?v=636670240510300000,,,
784,2,La Sopera 6 porciones,Caja x 83 ,Cremas,1950,1,,,,Pollo champiñones,https://exitocol.vtexassets.com/arquivos/ids/1805743-800-auto?width=800&height=auto&aspect=true,,,
784,3,La Sopera 6 porciones,Caja x 83 ,Cremas,1950,1,,,,Ajiaco,https://exitocol.vtexassets.com/arquivos/ids/661041-800-auto?width=800&height=auto&aspect=true,,,
784,4,La Sopera 6 porciones,Caja x 83,Cremas,1950,1,,,,Mazorca,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3376361-750-750/7702354931018.jpg?v=636809358319370000,,,
784,5,La Sopera 6 porciones,Caja x 83,Cremas,1950,1,,,,champiñones,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3376363-750-750/7702354930998.jpg?v=636809358321700000,,,
784,6,La Sopera 6 porciones,Caja x 83,Cremas,1950,1,,,REVISAR,Pollo verduras,https://bodegaeltrebol.com/wp-content/uploads/2018/12/la-soper-6.jpg,,,
784,7,La Sopera 6 porciones,Caja x 83,Cremas,1950,1,,,REVISAR,Verduras,https://bodegaeltrebol.com/wp-content/uploads/2018/12/la-soper-6.jpg,,,
785,1,Crema Maggi,Bolsa x 76,Cremas,2800,1,,,,tomate,https://exitocol.vtexassets.com/arquivos/ids/2152312-800-auto?width=800&height=auto&aspect=true,,,
785,2,Crema Maggi,Bolsa x 76,Cremas,2800,1,,,,pollo,https://exitocol.vtexassets.com/arquivos/ids/2135512-800-auto?width=800&height=auto&aspect=true,,,
785,3,Crema Maggi,Bolsa x 72,Cremas,2800,1,,,,Pollo verduras,https://exitocol.vtexassets.com/arquivos/ids/2135524-800-auto?width=800&height=auto&aspect=true,,,
785,4,Crema Maggi,Bolsa x 70,Cremas,2800,1,,,,marinera,https://exitocol.vtexassets.com/arquivos/ids/2024216/Crema-Marinera-Sobre-13384_a.png?v=637267120316130000,,,
785,5,Crema Maggi,Bolsa x 72,Cremas,2800,1,,,,champiñones,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7702024008064_A.jpg,,,
786,1,Salsa Base Maggi,Bolsa x 50,Bases,2900,1,,,,Pollo champiñones,https://exitocol.vtexassets.com/arquivos/ids/2135555/Base-P-Pollo-Con-Champinones-714654_a.png?v=637279389038700000,,,
786,2,Salsa Base Maggi,Bolsa x 45,Bases,2900,1,,,,gulash,https://cdn.totalcode.com/la14/product-zoom/es/maggi-base-gulash--x-45g-1.jpg,,,
786,3,Salsa Base Maggi,Bolsa x 50,Bases,2900,1,,,,boloñesa,https://exitocol.vtexassets.com/arquivos/ids/2135559/Base-Para-Salsa-Bolognesa-50-gr-876428_a.png?v=637279389081570000,,,
786,4,Salsa Base Maggi,Bolsa x 50,Bases,2900,1,,,,carbonara,https://exitocol.vtexassets.com/arquivos/ids/2135571/Base-Para-Salsa-Carbonara-50-gr-874969_a.png?v=637279389179100000,,,
787,1,Jugoso al Sarten Maggi,Bolsa x 24 ,Bases,3300,1,,,,finas hierbas,https://exitocol.vtexassets.com/arquivos/ids/2169445-800-auto?width=800&height=auto&aspect=true,,,
787,2,Jugoso al Sarten Maggi,Bolsa x 24 ,Bases,3300,1,,,,pimenton,https://exitocol.vtexassets.com/arquivos/ids/2135585-800-auto?width=800&height=auto&aspect=true,,,
788,1,Jugoso al Horno Maggi,Bolsa x 24,Bases,3300,1,,,,pimenton,https://www.nestle.com.co/sites/g/files/pydnoa531/files/brands/culinarios/publishingimages/maggi_jah_pollopimenton/maggi-jugoso-pimenton-square-thumbnail.jpg,,,
788,2,Jugoso al Horno Maggi,Bolsa x 24,Bases,3300,1,,,,ajo y cebolla,https://i0.wp.com/ossom.cl/wp-content/uploads/2018/05/Captura-de-pantalla-2018-05-25-a-las-10.30.10.png?resize=432%2C638&ssl=1,,,
789,1,Sopa Aji-no-men,Bolsa x 86,Sopa,1600,1,,,,gallina criolla,https://s.cornershopapp.com/product-images/1060686.jpg?versionId=z_JrCcgcQOuIiM4WVH1GOacRBHAN9qFR,,,
789,2,Sopa Aji-no-men,Bolsa x 86,Sopa,1600,1,,,,gallina ,https://www.dontomate.com/web/image/product.template/38/image,,,
789,3,Sopa Aji-no-men,Bolsa x 80,Sopa,1600,1,,,,Pollo verduras,https://chely.pe/wp-content/uploads/2019/03/pollo-con-verduras.jpg,,,
789,4,Sopa Aji-no-men,Bolsa x 80,Sopa,1600,1,,,,carne,https://colsubsidiogrocery.vtexassets.com/arquivos/ids/157587/7754487001700.jpg?v=6372749755278000000,,,
789,5,Sopa Aji-no-men,Bolsa x 80,Sopa,1600,1,,,,pollo,https://dojiw2m9tvv09.cloudfront.net/43381/product/0100600160006901006001600069.jpg,,,
789,6,Sopa Aji-no-men,Bolsa x 80,Sopa,1600,1,,,,costilla,https://supermercadocomunal.com/2159-large_default/sopa-instantanea-ajinomen-costilla-80-gr.jpg,,,
790,1,Sopa Maggi,Bolsa x 90,Sopa,2000,1,,,,Ajiaco,https://images.jumpseller.com/store/merkapromo/1644322/sopas-maggi-x-90-gr-ajiaco-mi-tierra.jpg?1522255277,,,
790,2,Sopa Maggi,Bolsa x 90,Sopa,2000,1,,,,sanchocho,https://cdnx.jumpseller.com/don-merke/image/8998418/thumb/635/480?1590507817,,,
791,1,Sopa Maggi ,Bolsa x 65,Sopa,1400,1,,,,gallina fideos,https://exitocol.vtexassets.com/arquivos/ids/2135531-800-auto?width=800&height=auto&aspect=true,,,
791,2,Sopa Maggi ,Bolsa x 65,Sopa,1400,1,,,,gallina arroz,https://cdn.totalcode.com/la14/product-zoom/es/maggi-sopa-gallina-con-arroz-65g-1.jpg,,,
792,1,Atun Rallado en Aceite Alamar,Lata x 150 gr ,Atun,3700,1,,,,.,https://alival.com.co/express/wp-content/uploads/2020/05/ATUN_RALLADO_EN_ACEITE.jpg,,,
793,1,Atun Rallado en Agua Alamar,Lata x 150 gr ,Atun,3500,1,,,,,https://exitocol.vtexassets.com/arquivos/ids/1742024-800-auto?width=800&height=auto&aspect=truee,,,
794,1,Atun Lomo en Agua Alamar,Lata x 140 gr ,Atun,5000,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3536499-1000-1000/7700618020423.jpg?v=637340619942330000,,,
795,1,Atun Lomo en Aceite Alamar,Lata x 140 gr ,Atun,5100,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3536500-750-750/7700618020430.jpg?v=637340619945300000,,,
796,1,Atun Ensalada Alamar,Lata x 160 gr ,Atun,4400,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3536503-1000-1000/7700618020638.jpg?v=637340619952200000,,,
797,1,Atun Lomo en Agua Isabel,Lata x 160 gr ,Atun,6500,1,,,,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/8410111009472.jpg,,,
798,1,Atun Lomo en Aceite Isabel,Lata x 160 gr ,Atun,6600,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/166959-400-400/Atun-ISABEL-160-Aceite-Girasol-48La.jpg?v=636986345364570000,,,
799,1,Atun Ensalada Isabel,Lata x 160 gr ,Atun,5800,1,,,,,https://lamayorista.com/wp-content/uploads/2020/07/8410111007119.jpg,,,
800,1,Atun Lomo en Agua Vikingos,Lata x 160 gr ,Atun,5600,1,,,,,https://static.wixstatic.com/media/605536_2ed0886ca7924601897d96f1ff33815e~mv2.jpg,,,
801,1,Atun Lomo en Aceite Vikingos,Lata x 160 gr ,Atun,5400,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/188042-400-400/Atun-VIKINGOS-160-Rallado-Aceite.jpg?v=637174176899900000,,,
802,1,Atun Rallado en Aceite Vikingos ,Lata x 140 gr ,Atun,3300,1,,,,,https://bodegaeltrebol.com/wp-content/uploads/2018/11/atun-vikingos.jpgg,,,
803,1,Atun Lomo en Aceite Van Camps,Lata x 160 gr ,Atun,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171293-750-750/7702367002613-281-29.jpg?v=636111260797770000,,,
804,1,Atun Lomo en Agua  Van Camps,Lata x 160 gr ,Atun,0,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171304-750-750/7702367002620-281-29.jpg?v=636111260808470000,,,
805,1,Atun Lomo en Aceite de Oliva  Van Camps,Lata x 160gr,Atun,0,1,,,,,https://vancamps.com.co/sites/default/files/2019-12/vancamps_0005_oliva-160g.jpg,,,
806,1,Atun Rallado Van Camps,en blanco,Atun,0,1,,,,,https://www.merkadomi.com/wp-content/uploads/2020/08/IMG_1722-640x480-1.jpg,,,
807,1,Atun Ensalada Van Camps,Lata x 125gr,Atun,0,1,,,,,https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/07/7702367001197-600x450.jpg,,,
808,1,Atun Champiñones Van Camps,Lata x 150gr,Atun,0,1,,,,,https://www.toccmarket.com/image/cache/catalog/MERCADO/Atun%20lomitos%20con%20champin%CC%83ones%20van%20camps%20x150grs-1000x798.jpg,,,
809,1,Atun Pack en Agua Van Camps,Pack x 3 und,Atun,13100,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171270-512-512/7702367000558-282-29.jpg?v=636111260763630000,,,
810,1,Atun Pack en Aceita  Van Camps,Pack x 3 und,Atun,13600,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/185378-400-400/Atun-VAN-CAMPS-en-aceite-3-unds-x80-g.jpg?v=6370304087563000000,,,
811,1,Atun Pack en Aceite de Oliva  Van Camps,Pack x 3 und,Atun,14500,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171277-1000-1000/7702367000404-281-29.jpg?v=636111260772330000,,,
812,1,Sardina Van Camps Tomate,Lata x 425 gr ,Sardinas,8800,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/170677-1000-1000/722008000898-281-29.jpg?v=636111258654070000,,,
813,1,Sardina Van Camps Aceite de Oliva,Lata x 425 gr ,Sardinas,9900,1,,,,,https://supermercadocomunal.com/2796-large_default/sardinas-van-camps-en-aceite-425-gr.jpg,,,
814,1,Sardina Isabel ,Lata x 425 gr ,Sardinas,9100,1,,,,,https://lamayorista.com/wp-content/uploads/2020/07/8426920635009.jpg,,,
815,1,Sardina Soberana Tomate ,Lata x 425 gr ,Sardinas,6300,1,,,,,https://exitocol.vtexassets.com/arquivos/ids/3833304/Sardina-Ovalada-Soberana-Tomat-316401_a.jpg?v=637352380877670000,,,
816,1,Sardina Soberana Aceite de Oliva,Lata x 425 gr ,Sardinas,7500,1,,,,,https://www.mercapava.com.co/wp-content/uploads/importedmedia/blogmedia-144303-600x600.jpg,,,
817,1,Sardina Vikingos,Lata x 425 gr ,Sardinas,6800,1,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcRbdmGtE1UMCk1RefLKo2LfNC1w_KxNjqC7mA&usqp=CAU,,,
818,1,Salchicha Limon Zenu,Lata x 150 gr ,Enlatados,3400,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/225665-1000-1000/7701101240991.jpg?v=636306142951500000,,,
819,1,Salchicha Viena Zenu,Lata x 150 gr ,Enlatados,3100,1,,,,,https://carulla.vtexassets.com/arquivos/ids/812126/Salchichas-Viena-Lata-X-150-gr-13298_a.png?v=637181521403730000,,,
820,1,Salchicha Pollo Zenu,Lata x 150 gr ,Enlatados,3400,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/156936-1000-1000/7701101240991-1.jpg?v=636670240295330000,,,
821,1,Salchicha Frankfurt Zenu,Lata x 360 gr ,Enlatados,6100,1,,,,,https://supertiendascomunal.com/7309-medium_default/salchichas-frankfurt-zenu-360-g.jpg,,,
822,1,Jamoneta Zenu,Lata x 150 gr ,Enlatados,0,1,,,,,https://exitocol.vtexassets.com/arquivos/ids/657007-800-auto?width=800&height=auto&aspect=true,,,
823,1,Jamoneta Zenu,Lata x 370 gr ,Enlatados,7500,1,,,,,https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images1000446.jpg,,,
